#1												
double data(17520, 13)												
473400	1280.46	1468.76	2639.45	512.26	9099.21	4819.1	1442.89	390.31	1687.67	2987.2	1309.09	27636.4
475200	1158.1	1352.07	2382.42	503.99	8750.05	4840.54	1369.81	379.07	1553.05	2700.17	1309.09	26298.37
477000	1126.23	1310.7	2323.64	493.5	8615.55	4790.6	1310.12	381.84	1499.31	2644.49	1236.36	25732.33
478800	1226.14	1396.8	2535.6	481.89	8488.98	4646.38	1344.58	382.78	1598.06	2932.21	1163.64	26197.06
480600	1230.94	1405.61	2540.65	471.44	8399.21	4532.92	1362.77	391.85	1619.2	2791.82	1090.91	25837.34
482400	1219.54	1388.9	2515.61	466.98	8291.09	4397.26	1362.31	382.96	1613.3	2832.28	1018.18	25488.4
484200	1222.98	1389.95	2518.75	470.84	8745.69	4387.38	1374.24	389.03	1617.15	2867.13	945.45	25928.59
486000	1224.79	1388.47	2518.62	475.3	8478.57	4410.83	1386.07	382.51	1620.82	2850.92	872.73	25609.62
487800	1219.59	1375.21	2508.6	479.04	8575.96	4451.46	1397.63	377.11	1621.22	2834.12	872.73	25712.67
489600	1209.21	1355.88	2488.03	480.65	8952.01	4480.72	1405.94	367.05	1618.22	2830.43	872.73	26060.86
491400	1196.77	1343.6	2463.84	481.44	8559.57	4515.67	1411.06	353.91	1613.46	2850.78	0	24790.11
